移動ステージ１(前),,,,,,,,,,,,移動ステージ１(奥),,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,,,,,0,2,0,,0,0,0,0,,,,,0,2,0
0,,,,,0,0,,0,,0,,0,,,,,0,0,,0,,0
0,,0,,,,0,,0,,0,,0,,0,,,,0,,0,,0
0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0
0,,0,0,0,3,0,,0,0,0,,0,,0,0,0,3,0,,0,0,0
0,,,,0,,0,,,,0,,0,,,,0,,0,,,,0
0,0,0,,0,,,,0,,0,,0,0,0,,0,,,,0,,0
0,1,,,0,0,,,,,0,,0,1,,,0,0,,,,,0
0,0,0,,,,,0,0,0,0,,0,0,0,,,,,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
移動ステージ２(前),,,,,,,,,,,,移動ステージ２(奥),,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,,0,,,,,,0,,0,,0,,0,,,,,,0,,0
0,,0,,,,,,0,,0,,0,,0,,,,,,0,,0
0,,0,0,0,,,0,0,,0,,0,,0,0,0,,,0,0,,0
0,1,,0,0,,,0,,,0,,0,1,,0,0,,,0,,,0
0,0,,0,0,3,,0,,,0,,0,0,,0,0,3,,0,,,0
0,,,,0,,,0,,,0,,0,,,,0,,,0,,,0
0,0,0,,0,,,,,,0,,0,0,0,,0,,,,,,0
0,0,0,,,,0,0,0,,0,,0,0,0,,,,0,0,0,,0
0,0,0,,0,,0,0,0,2,0,,0,0,0,,0,,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
移動ステージ3(前),,,,,,,,,,,,移動ステージ3(奥),,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,,,,0,0,0,0,,0,0,0,0,,,,0,0,0,0
0,0,0,,0,,0,,0,,0,,0,0,0,,,,,,0,0,0
0,0,0,,,3,,,0,,0,,0,0,0,,0,,0,,,2,0
0,0,0,0,,,,0,0,,0,,0,0,0,,,3,,,0,,0
0,1,,,,,,,,,0,,0,,,,,0,,,,,0
0,,0,,,0,,,0,0,0,,0,1,0,,,0,,,0,0,0
0,0,0,,,0,,,0,0,0,,0,,,,,,,,0,0,0
0,0,0,,,,,2,0,0,0,,0,0,0,,,,,,0,0,0
0,0,0,,0,0,0,,0,0,0,,0,0,0,,,,,,0,0,0
0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
移動ステージ4(前),,,,,,,,,,,,移動ステージ4(奥),,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,0,,,,0,,,,0,0,,0,0,0,0,0,3,0,0,0,0,0
0,,,0,,,,0,,,0,,0,0,0,0,,,,0,0,0,0
0,,0,0,0,3,0,0,0,,0,,0,0,0,,,,,,0,0,0
0,,,0,0,0,0,0,,,0,,0,0,,,,,,,,0,0
0,,,,0,0,0,,,,0,,0,,,,,,,,,,0
0,0,,1,,0,,2,,0,0,,0,,,,,,,,,,0
0,0,0,,,,,,0,0,0,,0,0,,,0,,0,2,,0,0
0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0
0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,1,,,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
移動ステージ5(前),,,,,,,,,,,,移動ステージ5(奥),,,,,,,,,,
0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,,,,0,0,0,0,,0,0,0,0,0,3,0,0,0,0,0
0,0,,,,,,2,,0,0,,0,0,0,,,,,,0,0,0
0,0,,1,0,0,0,,,0,0,,0,0,0,,0,,0,,0,0,0
0,,,0,0,0,0,0,,,0,,0,0,0,,,0,,,0,0,0
0,,,0,0,3,0,0,,,0,,0,0,0,0,,,,0,0,0,0
0,,,0,0,,0,0,,,0,,0,0,1,,,0,,,,0,0
0,0,,,0,,0,,,0,0,,0,0,0,0,,,,0,0,0,0
0,0,,,,,,,,0,0,,0,0,0,,,,,,0,0,0
0,0,0,0,,,,0,0,0,0,,0,0,0,,,0,,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
